Date,Total_Vol,Department Stores_Vol,Supermarkets & Hypermarkets_Vol,Mini-Marts & Convenience Stores_Vol,Food & Alcohol_Vol,Motor Vehicles_Vol,Petrol Service Stations_Vol,"Cosmetics, Toiletries & Medical Goods_Vol",Wearing Apparel & Footwear_Vol,Furniture & Household Equipment_Vol,Recreational Goods_Vol,Watches & Jewellery_Vol,Computer & Telecommunications Equipment_Vol,Optical Goods & Books_Vol,Others_Vol,Total (Excluding Motor Vehicles)_Vol,Total YoY % Change_Vol,Total_Price,Department Stores_Price,Supermarkets & Hypermarkets_Price,Mini-Marts & Convenience Stores_Price,Food & Alcohol_Price,Motor Vehicles_Price,Petrol Service Stations_Price,"Cosmetics, Toiletries & Medical Goods_Price",Wearing Apparel & Footwear_Price,Furniture & Household Equipment_Price,Recreational Goods_Price,Watches & Jewellery_Price,Computer & Telecommunications Equipment_Price,Optical Goods & Books_Price,Others_Price,Total (Excluding Motor Vehicles)_Price,Total YoY % Change_Price,Retail Trade_Online_%,Supermarkets & Hypermarkets_Online_%,Computer & Telecommunications Equipment_Online_%,Furniture & Household Equipment_Online_%,Retail Trade (Excluding Motor Vehicles)_Online_%,Inflation Deflator_%,Supermarkets & Hypermarkets_Online_Vol,Supermarkets & Hypermarkets_Online_Price,Computer & Telecommunications Equipment_Online_Vol,Computer & Telecommunications Equipment_Online_Price,Furniture & Household Equipment_Online_Vol,Furniture & Household Equipment_Online_Price,Computer & Telecommunications Equipment_Deflator,Supermarkets & Hypermarkets_Deflator,Furniture & Household Equipment_Deflator,Department Stores_Deflator,Mini-Marts & Convenience Stores_Deflator,Food & Alcohol_Deflator,Motor Vehicles_Deflator,Petrol Service Stations_Deflator,"Cosmetics, Toiletries & Medical Goods_Deflator",Wearing Apparel & Footwear_Deflator,Recreational Goods_Deflator,Watches & Jewellery_Deflator,Optical Goods & Books_Deflator,Others_Deflator
2009-09-01,91.883,93.006,87.342,106.758,115.46,82.886,114.924,61.713,96.912,98.043,102.324,89.092,96.05,118.585,86.939,93.342,-13.595072409253351,90.735,91.864,77.101,93.958,96.205,82.155,94.834,60.242,94.67,102.561,106.485,79.74,110.479,111.93,83.331,88.285,-12.035870092098888,0.0,0.0,0.0,0.0,0.0,-1.249415016923694,0.0,0.0,0.0,0.0,0.0,0.0,15.02238417490891,-11.725172311144693,4.608182124170002,-1.2278777713265798,-11.989733790441937,-16.676771176164905,-0.8819342229085647,-17.481117956214543,-2.38361447344968,-2.3134389962027435,4.066494664008435,-10.497014322273612,-5.612008264114343,-4.150036232300803
2009-10-01,92.213,91.275,85.523,104.909,117.099,86.835,116.543,62.206,94.853,94.337,100.375,88.563,99.116,118.369,87.639,92.676,-4.583880881181257,90.788,90.608,75.661,93.265,97.807,84.985,94.244,60.676,93.639,99.872,104.449,78.997,114.363,111.106,82.807,87.484,-4.519114476521002,0.0,0.0,0.0,0.0,0.0,-1.5453352564172018,0.0,0.0,0.0,0.0,0.0,0.0,15.382985592638931,-11.5314009096968,5.867263109914456,-0.730758696247602,-11.099143066848416,-16.474948547809976,-2.130477342085557,-19.133710304351194,-2.4595698164164292,-1.2798751752712056,4.058779576587801,-10.801350451091318,-6.135897067644402,-5.513527082691494
2009-11-01,92.325,94.957,86.495,105.142,111.403,85.795,117.819,63.232,94.362,97.004,102.569,87.988,95.185,116.556,87.417,92.407,-2.484235875661467,91.166,93.892,76.612,93.307,93.278,83.875,97.695,61.747,93.047,102.256,106.305,80.762,108.133,109.719,83.299,88.297,-1.855958660781576,0.0,0.0,0.0,0.0,0.0,-1.255347955591668,0.0,0.0,0.0,0.0,0.0,0.0,13.602983663392344,-11.426093993872488,5.41420972331037,-1.1215602851817108,-11.256205892982818,-16.269759342208022,-2.2378926510868924,-17.080436941410138,-2.348494433198378,-1.3935694453275693,3.6424260741549697,-8.212483520480063,-5.865849891897456,-4.71075420112792
2009-12-01,89.463,92.191,85.092,105.862,114.676,85.956,117.728,62.767,93.288,93.455,102.16,89.261,103.103,117.002,89.485,93.586,-4.758710996135562,90.773,91.971,75.761,94.121,95.716,82.554,97.414,61.354,91.04,98.517,105.732,83.546,115.715,109.978,85.397,88.21,-5.499916715249443,0.0,0.0,0.0,0.0,0.0,1.4642925008103935,0.0,0.0,0.0,0.0,0.0,0.0,12.23242776640836,-10.965778216518595,5.416510620084525,-0.23863500775563873,-11.090854130849593,-16.533537967839827,-3.957838894318022,-17.255028540364226,-2.2511829464527566,-2.4097418746248045,3.4964761158966295,-6.402572231993808,-6.003316182629359,-4.568363412862486
2010-01-01,99.818,95.768,88.581,104.616,113.165,92.797,121.373,62.524,100.144,97.902,102.627,88.504,104.292,120.54,86.56,94.807,7.911351351351348,93.299,94.789,77.778,92.869,94.266,81.464,103.157,61.43,100.803,103.745,105.433,82.035,117.391,113.175,83.254,90.364,6.831323783678567,0.0,0.0,0.0,0.0,0.0,-6.5308862129074825,0.0,0.0,0.0,0.0,0.0,0.0,12.559927894757038,-12.19561757035933,5.968213111070253,-1.02226213348926,-11.22868394891795,-16.7003932311227,-12.212679289201155,-15.008280260024886,-1.7497281044079105,0.658052404537468,2.7341732682432562,-7.309274157100254,-6.110004977600802,-3.81931608133087
2010-02-01,96.403,96.914,87.074,101.558,115.672,79.899,119.178,64.586,101.893,92.53,106.06,87.167,106.577,118.344,95.221,94.578,1.3839957091926314,91.271,95.561,77.329,90.049,97.399,75.741,100.707,62.687,101.142,98.854,108.916,79.158,118.642,111.686,91.215,90.124,-4.60707156220278,0.0,0.0,0.0,0.0,0.0,-5.323485783637438,0.0,0.0,0.0,0.0,0.0,0.0,11.320453756438997,-11.191630107724471,6.834540149140822,-1.3960831252450623,-11.332440575828596,-15.797254305276986,-5.2040701385499215,-15.498665861148876,-2.940265692255284,-0.7370476872798015,2.6928153875164895,-9.188110179310982,-5.6259717433921335,-4.207055166402373
2010-03-01,92.251,93.302,87.406,104.768,103.694,73.562,119.22,68.236,94.043,101.921,104.356,90.816,105.093,117.97,85.957,95.369,-4.088040506118551,90.201,92.06,78.046,93.311,87.418,72.416,100.063,66.981,93.88,108.294,107.817,85.143,116.046,111.558,80.773,90.13,-2.547564256312196,0.0,0.0,0.0,0.0,0.0,-2.222198133353581,0.0,0.0,0.0,0.0,0.0,0.0,10.422197482230033,-10.708647003638195,6.252882134201965,-1.3311611755375097,-10.93559102015882,-15.696182999980712,-1.5578695522144637,-16.068612648884418,-1.8392051116712715,-0.17332496836555134,3.3165318716700476,-6.2466966173361556,-5.4352801559718555,-6.030922437963159
2010-04-01,89.371,96.234,86.619,102.751,111.601,64.263,118.549,65.949,98.608,103.544,101.789,86.564,101.853,119.467,84.645,94.425,-4.275783768730657,87.731,95.513,77.491,91.602,94.512,64.966,101.913,64.813,97.892,109.121,105.537,80.693,112.522,113.19,80.193,90.046,-2.620654442125836,0.0,0.0,0.0,0.0,0.0,-1.8350471629499543,0.0,0.0,0.0,0.0,0.0,0.0,10.474900101126149,-10.538103649314811,5.386116047284251,-0.7492154539975315,-10.850502671506845,-15.31258680477774,1.0939420817577483,-14.033015883727407,-1.7225431773036703,-0.7261074152198677,3.6821267523995838,-6.782265144863908,-5.254170607782904,-5.259613680666309
2010-05-01,88.413,96.756,87.591,104.135,115.846,56.48,119.247,66.535,100.205,102.499,103.155,86.531,101.95,123.405,88.343,95.198,-6.436319381977896,86.593,96.044,78.457,92.793,98.713,58.525,100.329,65.299,99.568,108.176,106.382,84.189,111.636,117.011,84.943,91.321,-5.149297872806535,0.0,0.0,0.0,0.0,0.0,-2.0585208057638527,0.0,0.0,0.0,0.0,0.0,0.0,9.500735654732706,-10.428012010366361,5.5385906203963,-0.7358716772086549,-10.891631055840978,-14.789461871795318,3.6207507082153034,-15.864550051573634,-1.8576688960697196,-0.6356968215158965,3.128302069700939,-2.706544475390338,-5.181313561038858,-3.8486354323489236
2010-06-01,87.845,97.758,88.127,99.396,109.532,62.296,116.132,67.99,95.445,102.243,100.46,87.753,91.482,120.011,89.663,95.024,-8.254916500433417,86.659,96.967,78.988,88.637,92.836,62.186,96.532,66.706,93.826,108.208,103.602,85.859,99.225,114.022,86.049,89.813,-6.112609830879401,0.0,0.0,0.0,0.0,0.0,-1.3501052991063744,0.0,0.0,0.0,0.0,0.0,0.0,8.46396012330295,-10.37026110045729,5.834140234539298,-0.8091409398719218,-10.824379250674077,-15.243033999196577,-0.1765763451907043,-16.877346467812494,-1.8885130166200748,-1.696264864581698,3.1276129802906727,-2.1583307693184395,-4.990375882210785,-4.030648093416445
2010-07-01,91.282,98.91,87.499,103.15,115.544,65.881,117.781,69.534,104.218,102.372,103.681,86.64,97.459,121.715,87.944,96.027,-2.825327882813844,88.852,97.593,78.658,92.247,98.688,65.723,97.126,68.048,100.408,107.67,107.343,84.823,107.052,115.551,84.547,91.229,-1.7015156543865428,0.0,0.0,0.0,0.0,0.0,-2.6620801472360345,0.0,0.0,0.0,0.0,0.0,0.0,9.843113514400926,-10.104115475605424,5.175243230570858,-1.331513497118586,-10.570043625787696,-14.588381915114578,-0.23982635357691073,-17.53678437099362,-2.137084016452384,-3.6557984225373708,3.531987538700454,-2.09718374884581,-5.064289528817323,-3.8626853452196963
2010-08-01,92.646,97.245,87.479,104.078,115.638,71.826,118.281,69.191,96.289,107.73,100.693,88.199,123.385,118.161,88.021,96.86,-0.5570761552085024,92.063,96.948,78.911,93.097,99.176,71.601,97.543,67.899,97.61,114.251,103.904,85.217,132.039,111.725,85.357,92.999,-1.2835084709414524,0.0,0.0,0.0,0.0,0.0,-0.6292770330073583,0.0,0.0,0.0,0.0,0.0,0.0,7.0138185354783555,-9.794350644154592,6.053095702218503,-0.3054141601110727,-10.55074079056093,-14.235804839239696,-0.3132570378414412,-17.53282437585073,-1.8672948793918343,1.3719116409974141,3.18890091664763,-3.380990714180432,-5.4468056296070655,-3.026550482271273
2010-09-01,93.717,98.32,88.063,104.814,116.873,72.796,117.792,70.926,100.786,103.539,103.396,91.505,124.01,119.189,89.944,97.605,1.9960166733780982,92.756,97.555,79.52,93.999,100.238,71.999,96.878,69.715,99.242,108.431,106.395,89.875,132.643,113.193,87.236,93.76,2.2273654047501035,0.0,0.0,0.0,0.0,0.0,-1.0254276171879129,0.0,0.0,0.0,0.0,0.0,0.0,6.961535360051596,-9.701009504559243,4.724789692772768,-0.7780716029291979,-10.318278092621213,-14.233398646393958,-1.094840375844841,-17.755025808204294,-1.7074133604037978,-1.5319588038021137,2.9004990521876994,-1.7813234249494547,-5.030665581555338,-3.0107622520679556
2010-10-01,90.692,96.591,87.31,106.828,117.386,64.946,118.715,71.368,105.444,103.739,101.484,91.517,102.58,120.268,90.078,97.365,-1.6494420526390052,90.358,96.574,79.002,96.473,101.049,65.336,100.471,70.611,105.47,108.925,103.962,91.211,110.452,113.535,86.845,93.43,-0.47363087632725787,0.0,0.0,0.0,0.0,0.0,-0.36827945132976714,0.0,0.0,0.0,0.0,0.0,0.0,7.674010528368114,-9.515519413583796,4.99908424025679,-0.017599983435301336,-9.693151608192608,-13.917332560952744,0.6004988759892749,-15.367897906751459,-1.060699473153226,0.024657638177605357,2.4417642189901834,-0.33436410721504606,-5.598330395450168,-3.589111658784616
2010-11-01,92.402,96.71,89.343,105.959,118.534,66.944,116.422,71.106,107.545,108.912,97.747,94.046,106.181,123.246,93.685,99.097,0.08340102897372859,92.457,96.871,80.951,95.888,102.162,67.305,100.397,70.477,107.526,113.901,101.449,93.614,115.251,116.827,91.018,95.403,1.4160981067503187,0.0,0.0,0.0,0.0,0.0,0.05952252115755119,0.0,0.0,0.0,0.0,0.0,0.0,8.542017875137752,-9.39301344257526,4.580762450418674,0.16647709647399367,-9.5046197113978,-13.812070798251973,0.5392566921606168,-13.764580577554064,-0.8845948302534157,-0.01766702310661561,3.7873285113609656,-0.45934967994385456,-5.208282621748372,-2.8467737631424517
2010-12-01,92.75,99.258,89.453,107.239,113.316,67.445,116.38,69.016,107.683,107.54,108.861,91.183,106.28,122.948,92.04,99.855,3.6741446184456183,93.19,98.591,81.194,97.148,97.566,70.413,104.784,68.803,104.379,111.492,111.548,92.064,115.16,116.134,88.687,95.037,2.6626860410033926,0.0,0.0,0.0,0.0,0.0,0.47439353099729686,0.0,0.0,0.0,0.0,0.0,0.0,8.3552879187053,-9.232781460655314,3.67491166077738,-0.6719861371375591,-9.40982291890078,-13.899184581171243,4.400622729631554,-9.96391132496992,-0.3086240871682078,-3.068265185776775,2.468285244486079,0.966188872925855,-5.542180434004617,-3.6429813124728483
2011-01-01,91.383,100.601,89.31,107.726,115.238,51.967,118.155,69.186,103.587,105.832,111.481,94.533,116.063,121.563,93.924,100.026,-8.450379691037691,87.425,99.796,80.867,98.022,100.013,49.586,107.474,68.985,104.462,110.558,114.233,93.868,124.895,115.702,92.044,96.341,-6.295887415727941,0.0,0.0,0.0,0.0,0.0,-4.331221343138214,0.0,0.0,0.0,0.0,0.0,0.0,7.609660270715035,-9.453588623894294,4.465568070148929,-0.8001908529736257,-9.008038913539906,-13.211787778337003,-4.581753805299515,-9.039820574668866,-0.2905212037117466,0.8447005898423621,2.4685820902216715,-0.703458051685657,-4.821368343986254,-2.001618329713395
2011-02-01,89.753,97.575,89.703,107.046,116.532,56.194,119.85,70.219,100.922,105.105,103.402,98.611,111.007,120.59,92.677,98.528,-6.8981255770048655,89.652,96.957,82.038,97.026,102.15,57.427,110.235,69.974,100.659,110.075,105.615,97.272,119.425,114.68,90.701,95.926,-1.773838349530521,0.0,0.0,0.0,0.0,0.0,-0.11253105745768766,0.0,0.0,0.0,0.0,0.0,0.0,7.583305557307196,-8.544864720243472,4.728604728604724,-0.633358954650276,-9.360461857519208,-12.341674389867151,2.194184432501678,-8.022528160200249,-0.3489084151013122,-0.26059729295890843,2.1401907119784847,-1.3578606849134478,-4.9009038892113725,-2.132136344508362
2011-03-01,90.833,99.063,89.143,107.257,114.394,60.482,120.083,73.219,100.833,103.888,104.429,94.691,112.393,119.617,94.179,99.128,-1.5371107088270164,91.004,98.39,81.433,97.674,99.837,61.011,112.366,73.005,101.317,109.485,105.866,96.772,118.796,114.214,91.006,96.187,0.8902340328821312,0.0,0.0,0.0,0.0,0.0,0.18825757158742462,0.0,0.0,0.0,0.0,0.0,0.0,5.696974010836975,-8.649024600922106,5.387532727552746,-0.6793656561985828,-8.934614990163814,-12.725317761421051,0.8746403888760357,-6.42638841467984,-0.29227386334148564,0.48000158678209726,1.376054544235794,2.197674541403094,-4.516916491803014,-3.3691162573397437
2011-04-01,94.538,102.424,91.086,108.507,119.357,63.895,122.67,72.758,108.948,104.83,111.184,100.015,115.291,118.814,91.839,101.155,5.781517494489274,94.529,101.941,83.408,98.792,104.657,65.352,118.476,72.637,108.478,109.928,114.118,103.605,122.249,113.899,88.55,99.051,7.748686325244214,0.0,0.0,0.0,0.0,0.0,-0.009519981383143694,0.0,0.0,0.0,0.0,0.0,0.0,6.035163195739468,-8.429396394616074,4.863111704664691,-0.4715691634773145,-8.953339415890227,-12.315993196879948,2.2803036231316964,-3.4189288334556145,-0.1663047362489234,-0.4313984653229075,2.638868902000291,3.5894615807628982,-4.136717895197528,-3.581267217630857
