Date,Total_Vol,Department Stores_Vol,Supermarkets & Hypermarkets_Vol,Mini-Marts & Convenience Stores_Vol,Food & Alcohol_Vol,Motor Vehicles_Vol,Petrol Service Stations_Vol,"Cosmetics, Toiletries & Medical Goods_Vol",Wearing Apparel & Footwear_Vol,Furniture & Household Equipment_Vol,Recreational Goods_Vol,Watches & Jewellery_Vol,Computer & Telecommunications Equipment_Vol,Optical Goods & Books_Vol,Others_Vol,Total (Excluding Motor Vehicles)_Vol,Total YoY % Change_Vol,Total_Price,Department Stores_Price,Supermarkets & Hypermarkets_Price,Mini-Marts & Convenience Stores_Price,Food & Alcohol_Price,Motor Vehicles_Price,Petrol Service Stations_Price,"Cosmetics, Toiletries & Medical Goods_Price",Wearing Apparel & Footwear_Price,Furniture & Household Equipment_Price,Recreational Goods_Price,Watches & Jewellery_Price,Computer & Telecommunications Equipment_Price,Optical Goods & Books_Price,Others_Price,Total (Excluding Motor Vehicles)_Price,Total YoY % Change_Price,Retail Trade_Online_%,Supermarkets & Hypermarkets_Online_%,Computer & Telecommunications Equipment_Online_%,Furniture & Household Equipment_Online_%,Retail Trade (Excluding Motor Vehicles)_Online_%,Inflation Deflator_%,Supermarkets & Hypermarkets_Online_Vol,Supermarkets & Hypermarkets_Online_Price,Computer & Telecommunications Equipment_Online_Vol,Computer & Telecommunications Equipment_Online_Price,Furniture & Household Equipment_Online_Vol,Furniture & Household Equipment_Online_Price,Computer & Telecommunications Equipment_Deflator,Supermarkets & Hypermarkets_Deflator,Furniture & Household Equipment_Deflator,Department Stores_Deflator,Mini-Marts & Convenience Stores_Deflator,Food & Alcohol_Deflator,Motor Vehicles_Deflator,Petrol Service Stations_Deflator,"Cosmetics, Toiletries & Medical Goods_Deflator",Wearing Apparel & Footwear_Deflator,Recreational Goods_Deflator,Watches & Jewellery_Deflator,Optical Goods & Books_Deflator,Others_Deflator
2008-11-01,94.677,89.183,82.301,108.159,114.129,100.976,124.853,60.077,91.636,89.513,97.717,91.591,93.55,120.408,91.787,90.782,0.0,92.89,86.881,72.578,96.365,95.026,101.037,97.834,57.793,89.384,95.747,102.05,70.745,108.771,112.864,86.885,85.196,0.0,0.0,0.0,0.0,0.0,0.0,-1.8874700296798608,0.0,0.0,0.0,0.0,0.0,0.0,16.270443613041152,-11.813951227810115,6.964351546702696,-2.581209423320596,-10.90431679286976,-16.738077088207216,0.06041039454920405,-21.640649403698742,-3.8017877057775817,-2.4575494347199744,4.434233551991973,-22.759878153967083,-6.265364427612785,-5.340625578785662
2008-12-01,93.933,95.272,83.498,108.788,114.304,111.47,122.644,61.869,92.591,89.997,96.93,87.42,85.266,117.961,89.784,92.169,0.0,96.056,93.821,74.281,97.022,95.491,113.707,88.684,59.684,89.676,95.728,100.868,70.847,99.601,110.831,85.406,85.273,0.0,0.0,0.0,0.0,0.0,0.0,2.260121576016938,0.0,0.0,0.0,0.0,0.0,0.0,16.81209391785705,-11.038587750604801,6.36799004411257,-1.5230078092199228,-10.815531124756394,-16.458741601343785,2.0068179779312745,-27.689899220508142,-3.531655594885974,-3.1482541499713745,4.0627256783245524,-18.957904369709453,-6.044370597061732,-4.876147197718971
2009-01-01,92.5,83.886,82.997,104.554,109.457,94.867,120.529,62.426,82.128,85.977,97.839,83.358,83.854,118.464,88.05,85.748,-13.294526775587489,87.333,82.653,73.137,93.087,92.114,88.174,87.398,59.936,83.132,91.79,102.198,68.07,97.968,111.163,83.989,82.188,-10.904694864418197,0.0,0.0,0.0,0.0,0.0,-5.585945945945947,0.0,0.0,0.0,0.0,0.0,0.0,16.83163593865529,-11.879947467980767,6.7611105295602325,-1.469851941921163,-10.967538305564585,-15.844578236202334,-7.055140354390876,-27.487990442134258,-3.988722647614784,1.2224819793493102,4.455278569895427,-18.340171309292465,-6.163053754727176,-4.6121521862578
2009-02-01,95.087,85.467,82.665,101.748,114.898,119.922,118.269,58.947,81.823,86.465,95.473,82.678,89.416,119.883,82.448,88.104,-9.367583281704238,95.679,84.658,72.842,90.198,95.139,122.504,88.857,57.356,81.537,91.77,99.516,72.055,103.553,113.089,77.721,82.107,-5.812923295007089,0.0,0.0,0.0,0.0,0.0,0.6225877354422815,0.0,0.0,0.0,0.0,0.0,0.0,15.810369508812737,-11.882900864936797,6.135430521020058,-0.9465641709665684,-11.351574478122428,-17.196992114745257,2.153066159670458,-24.868731451183322,-2.6990347261098946,-0.34953497182942384,4.234705099871183,-12.848641718474074,-5.6671921790412245,-5.7333106928002975
2009-03-01,96.183,90.666,84.632,104.29,117.873,102.041,118.815,60.138,89.84,87.544,98.351,75.057,96.683,114.792,89.15,89.47,-8.46514018157939,92.559,89.494,74.974,92.52,98.785,103.204,87.757,58.504,89.555,92.865,102.559,66.329,110.865,108.206,82.296,84.118,-6.706782377309417,0.0,0.0,0.0,0.0,0.0,-3.7678175977043815,0.0,0.0,0.0,0.0,0.0,0.0,14.668556002606437,-11.411759145476886,6.078086447957598,-1.2926565636511955,-11.285837568319124,-16.193699999151633,1.1397379484716863,-26.139797163657786,-2.71708404004124,-0.3172306322350771,4.278553344653324,-11.62849567661911,-5.737333612098405,-7.6881660123387485
2009-04-01,93.363,89.466,83.428,105.695,118.807,93.825,117.496,61.406,88.003,92.254,98.084,83.722,90.712,113.027,86.917,90.32,-13.455013997293241,90.092,88.442,73.83,93.55,99.25,93.092,87.116,59.405,86.954,97.872,102.285,70.818,104.872,106.477,81.28,84.13,-11.034305689965052,0.0,0.0,0.0,0.0,0.0,-3.503529235350189,0.0,0.0,0.0,0.0,0.0,0.0,15.609842137754647,-11.504530852951046,6.089708847312858,-1.1445688865043713,-11.490609773404604,-16.461151278965048,-0.7812416733280036,-25.856199359978206,-3.258639220923032,-1.192004818017578,4.283063496594752,-15.41291416831896,-5.795075512930536,-6.485497658685868
2009-05-01,94.495,89.922,84.655,107.232,112.56,92.517,118.302,61.245,91.574,93.766,99.496,79.444,93.16,113.022,85.418,90.645,-12.607396857399166,91.294,88.702,74.769,94.612,94.372,95.838,88.182,59.66,90.224,99.41,103.215,68.569,107.994,106.708,81.309,84.792,-10.273521578031787,0.0,0.0,0.0,0.0,0.0,-3.38748081909096,0.0,0.0,0.0,0.0,0.0,0.0,15.923142979819671,-11.67798712421002,6.019239383145258,-1.356731389426391,-11.768874962697707,-16.15849324804549,3.589610558059597,-25.460262717451943,-2.587966364601191,-1.474217572673464,3.737838707083707,-13.688887770001513,-5.586522977827335,-4.810461495235208
2009-06-01,95.749,93.756,84.499,109.967,118.924,92.621,117.336,62.154,94.976,95.926,98.17,81.846,95.373,114.747,85.607,92.665,-10.435433328656284,92.301,93.567,74.616,96.563,99.046,94.092,91.725,60.45,93.951,101.917,102.509,70.308,108.556,108.191,81.656,86.587,-7.98333150564754,0.0,0.0,0.0,0.0,0.0,-3.6010819956344142,0.0,0.0,0.0,0.0,0.0,0.0,13.82257032912879,-11.695996402324283,6.245439192711055,-0.201587098425704,-12.189111278838194,-16.714876727994344,1.588192742466621,-21.827060748619353,-2.741577372333237,-1.0792200134771002,4.419883874910857,-14.097206949637119,-5.713439131306264,-4.61527678811311
2009-07-01,93.936,90.704,84.613,108.145,119.28,85.431,114.296,63.127,95.281,97.799,100.083,83.654,98.573,114.136,87.735,92.57,-10.75557920138328,90.39,90.047,74.896,95.273,99.119,84.913,90.004,61.441,93.195,104.46,104.398,72.931,114.991,107.747,83.406,87.008,-9.856092866474519,0.0,0.0,0.0,0.0,0.0,-3.7749105774144143,0.0,0.0,0.0,0.0,0.0,0.0,16.655676503707916,-11.484050914162125,6.810908086994738,-0.7243340977244661,-11.902538258819174,-16.902246814218646,-0.60633727803725,-21.253587177154053,-2.6708064694979994,-2.189313714171781,4.311421520138281,-12.818275276735125,-5.597707997476686,-4.934176782355948
2009-08-01,93.165,87.533,85.723,107.464,114.031,92.58,115.351,64.29,101.224,97.154,98.608,90.248,98.087,117.872,89.36,92.223,-6.059047734285194,93.26,86.853,75.559,94.332,94.651,91.942,94.454,62.569,102.869,104.426,102.937,77.973,114.22,111.137,84.437,88.445,-5.277484358495165,0.0,0.0,0.0,0.0,0.0,0.10196962378574703,0.0,0.0,0.0,0.0,0.0,0.0,16.447643418597767,-11.856794559219818,7.485023776684452,-0.7768498737618978,-12.219906201146436,-16.995378449719823,-0.6891337221862193,-18.116011131242903,-2.6769326489345158,1.6251086698806594,4.390110335875375,-13.601409449516888,-5.713825166282072,-5.509176365264102
